Track,for,Gabrielle,2007,,
9/5/2007,3:10:00,29.404,N,69.988,W
9/5/2007,3:12:00,29.404,N,69.989,W
9/5/2007,3:14:00,29.404,N,69.99,W
9/5/2007,3:15:59,29.404,N,69.991,W
9/5/2007,3:17:59,29.404,N,69.992,W
9/5/2007,3:19:59,29.404,N,69.993,W
9/5/2007,3:21:59,29.404,N,69.994,W
9/5/2007,3:24:00,29.404,N,69.995,W
9/5/2007,3:26:00,29.404,N,69.996,W
9/5/2007,3:28:00,29.404,N,69.997,W
9/5/2007,3:30:00,29.404,N,69.997,W
9/5/2007,3:31:59,29.404,N,69.998,W
9/5/2007,3:33:59,29.404,N,69.999,W
9/5/2007,3:35:59,29.404,N,70,W
9/5/2007,3:38:00,29.404,N,70.001,W
9/5/2007,3:40:00,29.404,N,70.002,W
9/5/2007,3:42:00,29.404,N,70.003,W
9/5/2007,3:44:00,29.404,N,70.004,W
9/5/2007,3:46:00,29.405,N,70.005,W
9/5/2007,3:47:59,29.405,N,70.006,W
9/5/2007,3:49:59,29.405,N,70.007,W
9/5/2007,3:51:59,29.405,N,70.008,W
9/5/2007,3:54:00,29.405,N,70.009,W
9/5/2007,3:56:00,29.405,N,70.009,W
9/5/2007,3:58:00,29.405,N,70.01,W
9/5/2007,4:00:00,29.405,N,70.011,W
9/5/2007,4:01:59,29.405,N,70.012,W
9/5/2007,4:03:59,29.405,N,70.013,W
9/5/2007,4:05:59,29.405,N,70.014,W
9/5/2007,4:07:59,29.405,N,70.015,W
9/5/2007,4:09:59,29.405,N,70.016,W
9/5/2007,4:11:59,29.405,N,70.017,W
9/5/2007,4:13:59,29.405,N,70.018,W
9/5/2007,4:16:00,29.405,N,70.019,W
9/5/2007,4:18:00,29.405,N,70.02,W
9/5/2007,4:20:00,29.405,N,70.021,W
9/5/2007,4:22:00,29.405,N,70.022,W
9/5/2007,4:24:00,29.405,N,70.022,W
9/5/2007,4:26:00,29.405,N,70.023,W
9/5/2007,4:28:00,29.405,N,70.024,W
9/5/2007,4:30:00,29.405,N,70.025,W
9/5/2007,4:31:59,29.405,N,70.026,W
9/5/2007,4:33:59,29.405,N,70.027,W
9/5/2007,4:35:59,29.406,N,70.028,W
9/5/2007,4:37:59,29.406,N,70.029,W
9/5/2007,4:39:59,29.406,N,70.03,W
9/5/2007,4:41:59,29.406,N,70.031,W
9/5/2007,4:43:59,29.406,N,70.032,W
9/5/2007,4:46:00,29.406,N,70.033,W
9/5/2007,4:48:00,29.406,N,70.034,W
9/5/2007,4:50:00,29.406,N,70.034,W
9/5/2007,4:52:00,29.406,N,70.035,W
9/5/2007,4:54:00,29.406,N,70.036,W
9/5/2007,4:56:00,29.406,N,70.037,W
9/5/2007,4:58:00,29.406,N,70.038,W
9/5/2007,5:00:00,29.406,N,70.039,W
9/5/2007,5:01:59,29.406,N,70.04,W
9/5/2007,5:03:59,29.406,N,70.041,W
9/5/2007,5:05:59,29.406,N,70.042,W
9/5/2007,5:07:59,29.406,N,70.043,W
9/5/2007,5:09:59,29.406,N,70.044,W
9/5/2007,5:11:59,29.406,N,70.045,W
9/5/2007,5:13:59,29.406,N,70.046,W
9/5/2007,5:16:00,29.406,N,70.046,W
9/5/2007,5:18:00,29.406,N,70.047,W
9/5/2007,5:20:00,29.406,N,70.048,W
9/5/2007,5:22:00,29.406,N,70.049,W
9/5/2007,5:24:00,29.406,N,70.05,W
9/5/2007,5:26:00,29.407,N,70.051,W
9/5/2007,5:28:00,29.407,N,70.052,W
9/5/2007,5:30:00,29.407,N,70.053,W
9/5/2007,5:31:59,29.407,N,70.054,W
9/5/2007,5:33:59,29.407,N,70.055,W
9/5/2007,5:35:59,29.407,N,70.056,W
9/5/2007,5:37:59,29.407,N,70.057,W
9/5/2007,5:39:59,29.407,N,70.058,W
9/5/2007,5:41:59,29.407,N,70.058,W
9/5/2007,5:43:59,29.407,N,70.059,W
9/5/2007,5:46:00,29.407,N,70.06,W
9/5/2007,5:48:00,29.407,N,70.061,W
9/5/2007,5:50:00,29.407,N,70.062,W
9/5/2007,5:52:00,29.407,N,70.063,W
9/5/2007,5:54:00,29.407,N,70.064,W
9/5/2007,5:56:00,29.407,N,70.065,W
9/5/2007,5:58:00,29.407,N,70.066,W
9/5/2007,6:00:00,29.407,N,70.067,W
9/5/2007,6:01:59,29.407,N,70.068,W
9/5/2007,6:03:59,29.407,N,70.069,W
9/5/2007,6:05:59,29.407,N,70.069,W
9/5/2007,6:07:59,29.407,N,70.07,W
9/5/2007,6:09:59,29.407,N,70.071,W
9/5/2007,6:11:59,29.407,N,70.072,W
9/5/2007,6:13:59,29.408,N,70.073,W
9/5/2007,6:16:00,29.408,N,70.074,W
9/5/2007,6:18:00,29.408,N,70.075,W
9/5/2007,6:20:00,29.408,N,70.076,W
9/5/2007,6:22:00,29.408,N,70.077,W
9/5/2007,6:24:00,29.408,N,70.078,W
9/5/2007,6:26:00,29.408,N,70.079,W
9/5/2007,6:28:00,29.408,N,70.08,W
9/5/2007,6:30:00,29.408,N,70.08,W
9/5/2007,6:31:59,29.408,N,70.081,W
9/5/2007,6:33:59,29.408,N,70.082,W
9/5/2007,6:35:59,29.408,N,70.083,W
9/5/2007,6:37:59,29.408,N,70.084,W
9/5/2007,6:39:59,29.408,N,70.085,W
9/5/2007,6:41:59,29.408,N,70.086,W
9/5/2007,6:43:59,29.408,N,70.087,W
9/5/2007,6:46:00,29.408,N,70.088,W
9/5/2007,6:48:00,29.408,N,70.089,W
9/5/2007,6:50:00,29.408,N,70.09,W
9/5/2007,6:52:00,29.408,N,70.091,W
9/5/2007,6:54:00,29.408,N,70.091,W
9/5/2007,6:56:00,29.408,N,70.092,W
9/5/2007,6:58:00,29.408,N,70.093,W
9/5/2007,7:00:00,29.408,N,70.094,W
9/5/2007,7:01:59,29.408,N,70.095,W
9/5/2007,7:03:59,29.409,N,70.096,W
9/5/2007,7:05:59,29.409,N,70.097,W
9/5/2007,7:07:59,29.409,N,70.098,W
9/5/2007,7:09:59,29.409,N,70.099,W
9/5/2007,7:11:59,29.409,N,70.1,W
9/5/2007,7:13:59,29.409,N,70.101,W
9/5/2007,7:16:00,29.409,N,70.102,W
9/5/2007,7:18:00,29.409,N,70.102,W
9/5/2007,7:20:00,29.409,N,70.103,W
9/5/2007,7:22:00,29.409,N,70.104,W
9/5/2007,7:24:00,29.409,N,70.105,W
9/5/2007,7:26:00,29.409,N,70.106,W
9/5/2007,7:28:00,29.409,N,70.107,W
9/5/2007,7:30:00,29.409,N,70.108,W
9/5/2007,7:31:59,29.409,N,70.109,W
9/5/2007,7:33:59,29.409,N,70.11,W
9/5/2007,7:35:59,29.409,N,70.111,W
9/5/2007,7:37:59,29.409,N,70.112,W
9/5/2007,7:39:59,29.409,N,70.112,W
9/5/2007,7:41:59,29.409,N,70.113,W
9/5/2007,7:43:59,29.409,N,70.114,W
9/5/2007,7:46:00,29.409,N,70.115,W
9/5/2007,7:48:00,29.409,N,70.116,W
9/5/2007,7:50:00,29.409,N,70.117,W
9/5/2007,7:52:00,29.41,N,70.118,W
9/5/2007,7:54:00,29.41,N,70.119,W
9/5/2007,7:56:00,29.41,N,70.12,W
9/5/2007,7:58:00,29.41,N,70.121,W
9/5/2007,8:00:00,29.41,N,70.122,W
9/5/2007,8:02:00,29.41,N,70.123,W
9/5/2007,8:03:59,29.41,N,70.123,W
9/5/2007,8:06:00,29.41,N,70.124,W
9/5/2007,8:07:59,29.41,N,70.125,W
9/5/2007,8:10:00,29.41,N,70.126,W
9/5/2007,8:11:59,29.41,N,70.127,W
9/5/2007,8:14:00,29.41,N,70.128,W
9/5/2007,8:15:59,29.41,N,70.129,W
9/5/2007,8:18:00,29.41,N,70.13,W
9/5/2007,8:19:59,29.41,N,70.131,W
9/5/2007,8:22:00,29.41,N,70.132,W
9/5/2007,8:23:59,29.41,N,70.133,W
9/5/2007,8:26:00,29.41,N,70.133,W
9/5/2007,8:27:59,29.41,N,70.134,W
9/5/2007,8:30:00,29.41,N,70.135,W
9/5/2007,8:32:00,29.41,N,70.136,W
9/5/2007,8:33:59,29.41,N,70.137,W
9/5/2007,8:36:00,29.41,N,70.138,W
9/5/2007,8:37:59,29.41,N,70.139,W
9/5/2007,8:40:00,29.41,N,70.14,W
9/5/2007,8:41:59,29.411,N,70.141,W
9/5/2007,8:44:00,29.411,N,70.142,W
9/5/2007,8:45:59,29.411,N,70.143,W
9/5/2007,8:48:00,29.411,N,70.143,W
9/5/2007,8:49:59,29.411,N,70.144,W
9/5/2007,8:52:00,29.411,N,70.145,W
9/5/2007,8:53:59,29.411,N,70.146,W
9/5/2007,8:56:00,29.411,N,70.147,W
9/5/2007,8:57:59,29.411,N,70.148,W
9/5/2007,9:00:00,29.411,N,70.149,W
9/5/2007,9:02:00,29.411,N,70.15,W
9/5/2007,9:03:59,29.411,N,70.151,W
9/5/2007,9:06:00,29.411,N,70.152,W
9/5/2007,9:07:59,29.411,N,70.152,W
9/5/2007,9:10:00,29.411,N,70.153,W
9/5/2007,9:11:59,29.411,N,70.154,W
9/5/2007,9:14:00,29.411,N,70.155,W
9/5/2007,9:15:59,29.411,N,70.156,W
9/5/2007,9:18:00,29.411,N,70.157,W
9/5/2007,9:19:59,29.411,N,70.158,W
9/5/2007,9:22:00,29.411,N,70.159,W
9/5/2007,9:23:59,29.411,N,70.16,W
9/5/2007,9:26:00,29.411,N,70.161,W
9/5/2007,9:27:59,29.411,N,70.162,W
9/5/2007,9:30:00,29.412,N,70.162,W
9/5/2007,9:32:00,29.412,N,70.163,W
9/5/2007,9:33:59,29.412,N,70.164,W
9/5/2007,9:36:00,29.412,N,70.165,W
9/5/2007,9:37:59,29.412,N,70.166,W
9/5/2007,9:40:00,29.412,N,70.167,W
9/5/2007,9:41:59,29.412,N,70.168,W
9/5/2007,9:44:00,29.412,N,70.169,W
9/5/2007,9:45:59,29.412,N,70.17,W
9/5/2007,9:48:00,29.412,N,70.171,W
9/5/2007,9:49:59,29.412,N,70.171,W
9/5/2007,9:52:00,29.412,N,70.172,W
9/5/2007,9:53:59,29.412,N,70.173,W
9/5/2007,9:56:00,29.412,N,70.174,W
9/5/2007,9:57:59,29.412,N,70.175,W
9/5/2007,10:00:00,29.412,N,70.176,W
9/5/2007,10:02:00,29.412,N,70.177,W
9/5/2007,10:03:59,29.412,N,70.178,W
9/5/2007,10:06:00,29.412,N,70.179,W
9/5/2007,10:07:59,29.412,N,70.18,W
9/5/2007,10:10:00,29.412,N,70.18,W
9/5/2007,10:11:59,29.412,N,70.181,W
9/5/2007,10:14:00,29.412,N,70.182,W
9/5/2007,10:15:59,29.412,N,70.183,W
9/5/2007,10:18:00,29.413,N,70.184,W
9/5/2007,10:19:59,29.413,N,70.185,W
9/5/2007,10:22:00,29.413,N,70.186,W
9/5/2007,10:23:59,29.413,N,70.187,W
9/5/2007,10:26:00,29.413,N,70.188,W
9/5/2007,10:27:59,29.413,N,70.189,W
9/5/2007,10:30:00,29.413,N,70.189,W
9/5/2007,10:32:00,29.413,N,70.19,W
9/5/2007,10:33:59,29.413,N,70.191,W
9/5/2007,10:36:00,29.413,N,70.192,W
9/5/2007,10:37:59,29.413,N,70.193,W
9/5/2007,10:40:00,29.413,N,70.194,W
9/5/2007,10:41:59,29.413,N,70.195,W
9/5/2007,10:44:00,29.413,N,70.196,W
9/5/2007,10:45:59,29.413,N,70.197,W
9/5/2007,10:48:00,29.413,N,70.198,W
9/5/2007,10:49:59,29.413,N,70.198,W
9/5/2007,10:52:00,29.413,N,70.199,W
9/5/2007,10:53:59,29.413,N,70.2,W
9/5/2007,10:56:00,29.413,N,70.201,W
9/5/2007,10:57:59,29.413,N,70.202,W
9/5/2007,11:00:00,29.413,N,70.203,W
9/5/2007,11:02:00,29.413,N,70.204,W
9/5/2007,11:03:59,29.413,N,70.205,W
9/5/2007,11:06:00,29.414,N,70.206,W
9/5/2007,11:07:59,29.414,N,70.206,W
9/5/2007,11:10:00,29.414,N,70.207,W
9/5/2007,11:11:59,29.414,N,70.208,W
9/5/2007,11:14:00,29.414,N,70.209,W
9/5/2007,11:15:59,29.414,N,70.21,W
9/5/2007,11:18:00,29.414,N,70.211,W
9/5/2007,11:19:59,29.414,N,70.212,W
9/5/2007,11:22:00,29.414,N,70.213,W
9/5/2007,11:23:59,29.414,N,70.214,W
9/5/2007,11:26:00,29.414,N,70.215,W
9/5/2007,11:27:59,29.414,N,70.215,W
9/5/2007,11:30:00,29.414,N,70.216,W
9/5/2007,11:32:00,29.414,N,70.217,W
9/5/2007,11:33:59,29.414,N,70.218,W
9/5/2007,11:36:00,29.414,N,70.219,W
9/5/2007,11:37:59,29.414,N,70.22,W
9/5/2007,11:40:00,29.414,N,70.221,W
9/5/2007,11:41:59,29.414,N,70.222,W
9/5/2007,11:44:00,29.414,N,70.223,W
9/5/2007,11:45:59,29.414,N,70.223,W
9/5/2007,11:48:00,29.414,N,70.224,W
9/5/2007,11:49:59,29.414,N,70.225,W
9/5/2007,11:52:00,29.415,N,70.226,W
9/5/2007,11:53:59,29.415,N,70.227,W
9/5/2007,11:56:00,29.415,N,70.228,W
9/5/2007,11:57:59,29.415,N,70.229,W
9/5/2007,12:00:00,29.415,N,70.23,W
9/5/2007,12:02:00,29.415,N,70.231,W
9/5/2007,12:03:59,29.415,N,70.231,W
9/5/2007,12:06:00,29.415,N,70.232,W
9/5/2007,12:07:59,29.415,N,70.233,W
9/5/2007,12:10:00,29.415,N,70.234,W
9/5/2007,12:11:59,29.415,N,70.235,W
9/5/2007,12:14:00,29.415,N,70.236,W
9/5/2007,12:15:59,29.415,N,70.237,W
9/5/2007,12:18:00,29.415,N,70.238,W
9/5/2007,12:19:59,29.415,N,70.239,W
9/5/2007,12:22:00,29.415,N,70.239,W
9/5/2007,12:23:59,29.415,N,70.24,W
9/5/2007,12:26:00,29.415,N,70.241,W
9/5/2007,12:27:59,29.415,N,70.242,W
9/5/2007,12:30:00,29.415,N,70.243,W
9/5/2007,12:32:00,29.415,N,70.244,W
9/5/2007,12:33:59,29.415,N,70.245,W
9/5/2007,12:36:00,29.415,N,70.246,W
9/5/2007,12:37:59,29.415,N,70.246,W
9/5/2007,12:40:00,29.416,N,70.247,W
9/5/2007,12:41:59,29.416,N,70.248,W
9/5/2007,12:44:00,29.416,N,70.249,W
9/5/2007,12:45:59,29.416,N,70.25,W
9/5/2007,12:48:00,29.416,N,70.251,W
9/5/2007,12:49:59,29.416,N,70.252,W
9/5/2007,12:52:00,29.416,N,70.253,W
9/5/2007,12:53:59,29.416,N,70.254,W
9/5/2007,12:56:00,29.416,N,70.254,W
9/5/2007,12:57:59,29.416,N,70.255,W
9/5/2007,13:00:00,29.416,N,70.256,W
9/5/2007,13:02:00,29.416,N,70.257,W
9/5/2007,13:03:59,29.416,N,70.258,W
9/5/2007,13:06:00,29.416,N,70.259,W
9/5/2007,13:07:59,29.416,N,70.26,W
9/5/2007,13:10:00,29.416,N,70.261,W
9/5/2007,13:11:59,29.416,N,70.261,W
9/5/2007,13:14:00,29.416,N,70.262,W
9/5/2007,13:15:59,29.416,N,70.263,W
9/5/2007,13:18:00,29.416,N,70.264,W
9/5/2007,13:19:59,29.416,N,70.265,W
9/5/2007,13:22:00,29.416,N,70.266,W
9/5/2007,13:23:59,29.416,N,70.267,W
9/5/2007,13:26:00,29.417,N,70.268,W
9/5/2007,13:27:59,29.417,N,70.269,W
9/5/2007,13:30:00,29.417,N,70.269,W
9/5/2007,13:32:00,29.417,N,70.27,W
9/5/2007,13:33:59,29.417,N,70.271,W
9/5/2007,13:36:00,29.417,N,70.272,W
9/5/2007,13:37:59,29.417,N,70.273,W
9/5/2007,13:40:00,29.417,N,70.274,W
9/5/2007,13:41:59,29.417,N,70.275,W
9/5/2007,13:44:00,29.417,N,70.276,W
9/5/2007,13:45:59,29.417,N,70.276,W
9/5/2007,13:48:00,29.417,N,70.277,W
9/5/2007,13:49:59,29.417,N,70.278,W
9/5/2007,13:52:00,29.417,N,70.279,W
9/5/2007,13:53:59,29.417,N,70.28,W
9/5/2007,13:56:00,29.417,N,70.281,W
9/5/2007,13:57:59,29.417,N,70.282,W
9/5/2007,14:00:00,29.417,N,70.283,W
9/5/2007,14:02:00,29.417,N,70.283,W
9/5/2007,14:03:59,29.417,N,70.284,W
9/5/2007,14:06:00,29.417,N,70.285,W
9/5/2007,14:07:59,29.417,N,70.286,W
9/5/2007,14:10:00,29.417,N,70.287,W
9/5/2007,14:11:59,29.418,N,70.288,W
9/5/2007,14:14:00,29.418,N,70.289,W
9/5/2007,14:15:59,29.418,N,70.289,W
9/5/2007,14:18:00,29.418,N,70.29,W
9/5/2007,14:19:59,29.418,N,70.291,W
9/5/2007,14:22:00,29.418,N,70.292,W
9/5/2007,14:23:59,29.418,N,70.293,W
9/5/2007,14:26:00,29.418,N,70.294,W
9/5/2007,14:27:59,29.418,N,70.295,W
9/5/2007,14:30:00,29.418,N,70.296,W
9/5/2007,14:32:00,29.418,N,70.296,W
9/5/2007,14:33:59,29.418,N,70.297,W
9/5/2007,14:36:00,29.418,N,70.298,W
9/5/2007,14:37:59,29.418,N,70.299,W
9/5/2007,14:40:00,29.418,N,70.3,W
9/5/2007,14:41:59,29.418,N,70.301,W
9/5/2007,14:44:00,29.418,N,70.302,W
9/5/2007,14:45:59,29.418,N,70.303,W
9/5/2007,14:48:00,29.418,N,70.303,W
9/5/2007,14:49:59,29.418,N,70.304,W
9/5/2007,14:52:00,29.418,N,70.305,W
9/5/2007,14:53:59,29.418,N,70.306,W
9/5/2007,14:56:00,29.418,N,70.307,W
9/5/2007,14:57:59,29.419,N,70.308,W
9/5/2007,15:00:00,29.419,N,70.309,W
9/5/2007,15:02:00,29.419,N,70.309,W
9/5/2007,15:03:59,29.419,N,70.31,W
9/5/2007,15:06:00,29.419,N,70.311,W
9/5/2007,15:07:59,29.419,N,70.312,W
9/5/2007,15:10:00,29.419,N,70.313,W
9/5/2007,15:11:59,29.419,N,70.314,W
9/5/2007,15:14:00,29.419,N,70.315,W
9/5/2007,15:15:59,29.419,N,70.315,W
9/5/2007,15:18:00,29.419,N,70.316,W
9/5/2007,15:19:59,29.419,N,70.317,W
9/5/2007,15:22:00,29.419,N,70.318,W
9/5/2007,15:23:59,29.419,N,70.319,W
9/5/2007,15:26:00,29.419,N,70.32,W
9/5/2007,15:27:59,29.419,N,70.321,W
9/5/2007,15:30:00,29.419,N,70.322,W
9/5/2007,15:32:00,29.419,N,70.322,W
9/5/2007,15:33:59,29.419,N,70.323,W
9/5/2007,15:36:00,29.419,N,70.324,W
9/5/2007,15:37:59,29.419,N,70.325,W
9/5/2007,15:40:00,29.419,N,70.326,W
9/5/2007,15:41:59,29.42,N,70.327,W
9/5/2007,15:44:00,29.42,N,70.328,W
9/5/2007,15:45:59,29.42,N,70.328,W
9/5/2007,15:48:00,29.42,N,70.329,W
9/5/2007,15:49:59,29.42,N,70.33,W
9/5/2007,15:52:00,29.42,N,70.331,W
9/5/2007,15:53:59,29.42,N,70.332,W
9/5/2007,15:56:00,29.42,N,70.333,W
9/5/2007,15:57:59,29.42,N,70.334,W
9/5/2007,16:00:00,29.42,N,70.334,W
9/5/2007,16:01:59,29.42,N,70.335,W
9/5/2007,16:04:00,29.42,N,70.336,W
9/5/2007,16:06:00,29.42,N,70.337,W
9/5/2007,16:07:59,29.42,N,70.338,W
9/5/2007,16:09:59,29.42,N,70.339,W
9/5/2007,16:12:00,29.42,N,70.34,W
9/5/2007,16:14:00,29.42,N,70.34,W
9/5/2007,16:15:59,29.42,N,70.341,W
9/5/2007,16:17:59,29.42,N,70.342,W
9/5/2007,16:20:00,29.42,N,70.343,W
9/5/2007,16:22:00,29.42,N,70.344,W
9/5/2007,16:23:59,29.42,N,70.345,W
9/5/2007,16:25:59,29.42,N,70.345,W
9/5/2007,16:28:00,29.421,N,70.346,W
9/5/2007,16:30:00,29.421,N,70.347,W
9/5/2007,16:31:59,29.421,N,70.348,W
9/5/2007,16:34:00,29.421,N,70.349,W
9/5/2007,16:36:00,29.421,N,70.35,W
9/5/2007,16:37:59,29.421,N,70.351,W
9/5/2007,16:39:59,29.421,N,70.351,W
9/5/2007,16:42:00,29.421,N,70.352,W
9/5/2007,16:44:00,29.421,N,70.353,W
9/5/2007,16:45:59,29.421,N,70.354,W
9/5/2007,16:47:59,29.421,N,70.355,W
9/5/2007,16:50:00,29.421,N,70.356,W
9/5/2007,16:52:00,29.421,N,70.357,W
9/5/2007,16:53:59,29.421,N,70.357,W
9/5/2007,16:55:59,29.421,N,70.358,W
9/5/2007,16:58:00,29.421,N,70.359,W
9/5/2007,17:00:00,29.421,N,70.36,W
9/5/2007,17:01:59,29.421,N,70.361,W
9/5/2007,17:04:00,29.421,N,70.362,W
9/5/2007,17:06:00,29.421,N,70.362,W
9/5/2007,17:07:59,29.421,N,70.363,W
9/5/2007,17:09:59,29.421,N,70.364,W
9/5/2007,17:12:00,29.422,N,70.365,W
9/5/2007,17:14:00,29.422,N,70.366,W
9/5/2007,17:15:59,29.422,N,70.367,W
9/5/2007,17:17:59,29.422,N,70.368,W
9/5/2007,17:20:00,29.422,N,70.368,W
9/5/2007,17:22:00,29.422,N,70.369,W
9/5/2007,17:23:59,29.422,N,70.37,W
9/5/2007,17:25:59,29.422,N,70.371,W
9/5/2007,17:28:00,29.422,N,70.372,W
9/5/2007,17:30:00,29.422,N,70.373,W
9/5/2007,17:31:59,29.422,N,70.373,W
9/5/2007,17:34:00,29.422,N,70.374,W
9/5/2007,17:36:00,29.422,N,70.375,W
9/5/2007,17:37:59,29.422,N,70.376,W
9/5/2007,17:39:59,29.422,N,70.377,W
9/5/2007,17:42:00,29.422,N,70.378,W
9/5/2007,17:44:00,29.422,N,70.378,W
9/5/2007,17:45:59,29.422,N,70.379,W
9/5/2007,17:47:59,29.422,N,70.38,W
9/5/2007,17:50:00,29.422,N,70.381,W
9/5/2007,17:52:00,29.422,N,70.382,W
9/5/2007,17:53:59,29.422,N,70.383,W
9/5/2007,17:55:59,29.423,N,70.384,W
9/5/2007,17:58:00,29.423,N,70.384,W
9/5/2007,18:00:00,29.423,N,70.385,W
9/5/2007,18:01:59,29.423,N,70.386,W
9/5/2007,18:04:00,29.423,N,70.387,W
9/5/2007,18:06:00,29.423,N,70.388,W
9/5/2007,18:07:59,29.423,N,70.389,W
9/5/2007,18:09:59,29.423,N,70.389,W
9/5/2007,18:12:00,29.423,N,70.39,W
9/5/2007,18:14:00,29.423,N,70.391,W
9/5/2007,18:15:59,29.423,N,70.392,W
9/5/2007,18:17:59,29.423,N,70.393,W
9/5/2007,18:20:00,29.423,N,70.394,W
9/5/2007,18:22:00,29.423,N,70.394,W
9/5/2007,18:23:59,29.423,N,70.395,W
