Track,for,Bertha,2014,,
7/31/2014,15:10:00,11.39,N,52.108,W
7/31/2014,15:11:59,11.393,N,52.116,W
7/31/2014,15:14:00,11.397,N,52.124,W
7/31/2014,15:15:59,11.4,N,52.132,W
7/31/2014,15:18:00,11.404,N,52.141,W
7/31/2014,15:19:59,11.407,N,52.149,W
7/31/2014,15:22:00,11.411,N,52.158,W
7/31/2014,15:23:59,11.414,N,52.166,W
7/31/2014,15:26:00,11.418,N,52.174,W
7/31/2014,15:27:59,11.421,N,52.183,W
7/31/2014,15:30:00,11.425,N,52.191,W
7/31/2014,15:32:00,11.428,N,52.2,W
7/31/2014,15:33:59,11.432,N,52.209,W
7/31/2014,15:36:00,11.435,N,52.217,W
7/31/2014,15:37:59,11.438,N,52.226,W
7/31/2014,15:40:00,11.442,N,52.234,W
7/31/2014,15:41:59,11.445,N,52.243,W
7/31/2014,15:44:00,11.448,N,52.252,W
7/31/2014,15:45:59,11.451,N,52.261,W
7/31/2014,15:48:00,11.455,N,52.269,W
7/31/2014,15:49:59,11.458,N,52.278,W
7/31/2014,15:52:00,11.461,N,52.287,W
7/31/2014,15:53:59,11.464,N,52.296,W
7/31/2014,15:56:00,11.467,N,52.305,W
7/31/2014,15:57:59,11.471,N,52.314,W
7/31/2014,16:00:00,11.474,N,52.323,W
7/31/2014,16:01:59,11.477,N,52.332,W
7/31/2014,16:04:00,11.48,N,52.341,W
7/31/2014,16:06:00,11.483,N,52.35,W
7/31/2014,16:07:59,11.486,N,52.359,W
7/31/2014,16:09:59,11.489,N,52.368,W
7/31/2014,16:12:00,11.492,N,52.377,W
7/31/2014,16:14:00,11.495,N,52.386,W
7/31/2014,16:15:59,11.498,N,52.396,W
7/31/2014,16:17:59,11.501,N,52.405,W
7/31/2014,16:20:00,11.504,N,52.414,W
7/31/2014,16:22:00,11.507,N,52.423,W
7/31/2014,16:23:59,11.51,N,52.433,W
7/31/2014,16:25:59,11.513,N,52.442,W
7/31/2014,16:28:00,11.515,N,52.452,W
7/31/2014,16:30:00,11.518,N,52.461,W
7/31/2014,16:31:59,11.521,N,52.471,W
7/31/2014,16:34:00,11.524,N,52.48,W
7/31/2014,16:36:00,11.526,N,52.49,W
7/31/2014,16:37:59,11.529,N,52.499,W
7/31/2014,16:39:59,11.532,N,52.509,W
7/31/2014,16:42:00,11.534,N,52.519,W
7/31/2014,16:44:00,11.537,N,52.529,W
7/31/2014,16:45:59,11.54,N,52.538,W
7/31/2014,16:47:59,11.542,N,52.548,W
7/31/2014,16:50:00,11.545,N,52.558,W
7/31/2014,16:52:00,11.547,N,52.568,W
7/31/2014,16:53:59,11.55,N,52.578,W
7/31/2014,16:55:59,11.552,N,52.588,W
7/31/2014,16:58:00,11.555,N,52.598,W
7/31/2014,17:00:00,11.557,N,52.608,W
7/31/2014,17:01:59,11.56,N,52.618,W
7/31/2014,17:04:00,11.562,N,52.628,W
7/31/2014,17:06:00,11.565,N,52.638,W
7/31/2014,17:07:59,11.567,N,52.648,W
7/31/2014,17:09:59,11.569,N,52.659,W
7/31/2014,17:12:00,11.571,N,52.669,W
7/31/2014,17:14:00,11.574,N,52.679,W
7/31/2014,17:15:59,11.576,N,52.69,W
7/31/2014,17:17:59,11.578,N,52.7,W
7/31/2014,17:20:00,11.58,N,52.71,W
7/31/2014,17:22:00,11.583,N,52.721,W
7/31/2014,17:23:59,11.585,N,52.731,W
7/31/2014,17:25:59,11.587,N,52.742,W
7/31/2014,17:28:00,11.589,N,52.752,W
7/31/2014,17:30:00,11.591,N,52.763,W
7/31/2014,17:31:59,11.593,N,52.774,W
7/31/2014,17:34:00,11.595,N,52.784,W
7/31/2014,17:36:00,11.597,N,52.795,W
7/31/2014,17:37:59,11.599,N,52.806,W
7/31/2014,17:39:59,11.601,N,52.816,W
7/31/2014,17:42:00,11.603,N,52.827,W
7/31/2014,17:44:00,11.605,N,52.838,W
7/31/2014,17:45:59,11.607,N,52.849,W
7/31/2014,17:47:59,11.609,N,52.86,W
7/31/2014,17:50:00,11.611,N,52.871,W
7/31/2014,17:52:00,11.613,N,52.882,W
7/31/2014,17:53:59,11.615,N,52.893,W
7/31/2014,17:55:59,11.616,N,52.904,W
7/31/2014,17:58:00,11.618,N,52.915,W
7/31/2014,18:00:00,11.62,N,52.926,W
7/31/2014,18:01:59,11.622,N,52.937,W
7/31/2014,18:04:00,11.623,N,52.948,W
7/31/2014,18:06:00,11.625,N,52.959,W
7/31/2014,18:07:59,11.627,N,52.97,W
7/31/2014,18:09:59,11.629,N,52.982,W
7/31/2014,18:12:00,11.63,N,52.993,W
7/31/2014,18:14:00,11.632,N,53.004,W
7/31/2014,18:15:59,11.634,N,53.016,W
7/31/2014,18:17:59,11.635,N,53.027,W
7/31/2014,18:20:00,11.637,N,53.038,W
7/31/2014,18:22:00,11.638,N,53.05,W
7/31/2014,18:23:59,11.64,N,53.061,W
7/31/2014,18:25:59,11.641,N,53.073,W
7/31/2014,18:28:00,11.643,N,53.084,W
7/31/2014,18:30:00,11.644,N,53.095,W
7/31/2014,18:31:59,11.646,N,53.107,W
7/31/2014,18:34:00,11.647,N,53.119,W
7/31/2014,18:36:00,11.649,N,53.13,W
7/31/2014,18:37:59,11.65,N,53.142,W
7/31/2014,18:39:59,11.652,N,53.153,W
7/31/2014,18:42:00,11.653,N,53.165,W
7/31/2014,18:44:00,11.655,N,53.177,W
7/31/2014,18:45:59,11.656,N,53.188,W
7/31/2014,18:47:59,11.657,N,53.2,W
7/31/2014,18:50:00,11.659,N,53.212,W
7/31/2014,18:52:00,11.66,N,53.224,W
7/31/2014,18:53:59,11.661,N,53.235,W
7/31/2014,18:55:59,11.663,N,53.247,W
7/31/2014,18:58:00,11.664,N,53.259,W
7/31/2014,19:00:00,11.665,N,53.271,W
7/31/2014,19:01:59,11.666,N,53.283,W
7/31/2014,19:04:00,11.668,N,53.295,W
7/31/2014,19:06:00,11.669,N,53.307,W
7/31/2014,19:07:59,11.67,N,53.319,W
7/31/2014,19:09:59,11.671,N,53.331,W
7/31/2014,19:12:00,11.673,N,53.343,W
7/31/2014,19:14:00,11.674,N,53.355,W
7/31/2014,19:15:59,11.675,N,53.367,W
7/31/2014,19:17:59,11.676,N,53.379,W
7/31/2014,19:20:00,11.677,N,53.391,W
7/31/2014,19:22:00,11.678,N,53.403,W
7/31/2014,19:23:59,11.679,N,53.415,W
7/31/2014,19:25:59,11.681,N,53.427,W
7/31/2014,19:28:00,11.682,N,53.439,W
7/31/2014,19:30:00,11.683,N,53.451,W
7/31/2014,19:31:59,11.684,N,53.464,W
7/31/2014,19:34:00,11.685,N,53.476,W
7/31/2014,19:36:00,11.686,N,53.488,W
7/31/2014,19:37:59,11.687,N,53.5,W
7/31/2014,19:39:59,11.688,N,53.512,W
7/31/2014,19:42:00,11.689,N,53.525,W
7/31/2014,19:44:00,11.69,N,53.537,W
7/31/2014,19:45:59,11.691,N,53.549,W
7/31/2014,19:47:59,11.692,N,53.562,W
7/31/2014,19:50:00,11.693,N,53.574,W
7/31/2014,19:52:00,11.694,N,53.586,W
7/31/2014,19:53:59,11.695,N,53.599,W
7/31/2014,19:55:59,11.696,N,53.611,W
7/31/2014,19:58:00,11.697,N,53.623,W
7/31/2014,20:00:00,11.698,N,53.636,W
7/31/2014,20:00:29,11.698,N,53.639,W
7/31/2014,20:02:29,11.698,N,53.649,W
7/31/2014,20:04:30,11.698,N,53.659,W
7/31/2014,20:06:30,11.699,N,53.669,W
7/31/2014,20:08:29,11.699,N,53.679,W
7/31/2014,20:10:29,11.699,N,53.689,W
7/31/2014,20:12:30,11.699,N,53.699,W
7/31/2014,20:14:30,11.699,N,53.709,W
7/31/2014,20:16:29,11.7,N,53.719,W
7/31/2014,20:18:29,11.7,N,53.729,W
7/31/2014,20:20:30,11.7,N,53.739,W
7/31/2014,20:22:30,11.7,N,53.749,W
7/31/2014,20:24:29,11.7,N,53.76,W
7/31/2014,20:26:30,11.701,N,53.77,W
7/31/2014,20:28:30,11.701,N,53.78,W
7/31/2014,20:30:29,11.701,N,53.79,W
7/31/2014,20:32:29,11.701,N,53.8,W
7/31/2014,20:34:30,11.701,N,53.81,W
7/31/2014,20:36:30,11.701,N,53.82,W
7/31/2014,20:38:29,11.702,N,53.83,W
7/31/2014,20:40:29,11.702,N,53.84,W
7/31/2014,20:42:30,11.702,N,53.85,W
7/31/2014,20:44:30,11.702,N,53.86,W
7/31/2014,20:46:29,11.702,N,53.87,W
7/31/2014,20:48:29,11.703,N,53.88,W
7/31/2014,20:50:30,11.703,N,53.89,W
7/31/2014,20:52:30,11.703,N,53.9,W
7/31/2014,20:54:29,11.703,N,53.91,W
7/31/2014,20:56:30,11.703,N,53.92,W
7/31/2014,20:58:30,11.704,N,53.93,W
7/31/2014,21:00:29,11.704,N,53.94,W
7/31/2014,21:02:29,11.704,N,53.95,W
7/31/2014,21:04:30,11.704,N,53.96,W
7/31/2014,21:06:30,11.704,N,53.97,W
7/31/2014,21:08:29,11.705,N,53.98,W
7/31/2014,21:10:29,11.705,N,53.99,W
7/31/2014,21:12:30,11.705,N,54.001,W
7/31/2014,21:14:30,11.705,N,54.011,W
7/31/2014,21:16:29,11.705,N,54.021,W
7/31/2014,21:18:29,11.706,N,54.031,W
7/31/2014,21:20:30,11.706,N,54.041,W
7/31/2014,21:22:30,11.706,N,54.051,W
7/31/2014,21:24:29,11.706,N,54.061,W
7/31/2014,21:26:30,11.706,N,54.071,W
7/31/2014,21:28:30,11.707,N,54.081,W
7/31/2014,21:30:29,11.707,N,54.091,W
7/31/2014,21:32:29,11.707,N,54.101,W
7/31/2014,21:34:30,11.707,N,54.111,W
7/31/2014,21:36:30,11.707,N,54.121,W
7/31/2014,21:38:29,11.708,N,54.131,W
7/31/2014,21:40:29,11.708,N,54.141,W
7/31/2014,21:42:30,11.708,N,54.151,W
7/31/2014,21:43:39,11.708,N,54.157,W
7/31/2014,21:45:39,11.708,N,54.167,W
7/31/2014,21:47:40,11.709,N,54.177,W
7/31/2014,21:49:40,11.709,N,54.187,W
7/31/2014,21:51:39,11.709,N,54.197,W
7/31/2014,21:53:39,11.71,N,54.206,W
7/31/2014,21:55:40,11.71,N,54.216,W
7/31/2014,21:57:39,11.711,N,54.226,W
7/31/2014,21:59:39,11.711,N,54.236,W
7/31/2014,22:01:40,11.711,N,54.246,W
7/31/2014,22:03:40,11.712,N,54.256,W
7/31/2014,22:05:39,11.712,N,54.266,W
7/31/2014,22:07:39,11.713,N,54.275,W
7/31/2014,22:09:40,11.713,N,54.285,W
7/31/2014,22:11:40,11.714,N,54.295,W
7/31/2014,22:13:39,11.714,N,54.305,W
7/31/2014,22:15:39,11.714,N,54.314,W
7/31/2014,22:17:40,11.715,N,54.324,W
7/31/2014,22:19:40,11.715,N,54.334,W
7/31/2014,22:21:39,11.716,N,54.344,W
7/31/2014,22:23:39,11.716,N,54.353,W
7/31/2014,22:25:40,11.717,N,54.363,W
7/31/2014,22:27:39,11.718,N,54.373,W
7/31/2014,22:29:39,11.718,N,54.383,W
7/31/2014,22:31:40,11.719,N,54.392,W
7/31/2014,22:33:40,11.719,N,54.402,W
7/31/2014,22:35:39,11.72,N,54.412,W
7/31/2014,22:37:39,11.72,N,54.421,W
7/31/2014,22:39:40,11.721,N,54.431,W
7/31/2014,22:41:40,11.722,N,54.441,W
7/31/2014,22:43:39,11.722,N,54.45,W
7/31/2014,22:45:39,11.723,N,54.46,W
7/31/2014,22:47:40,11.724,N,54.469,W
7/31/2014,22:49:40,11.724,N,54.479,W
7/31/2014,22:51:39,11.725,N,54.488,W
7/31/2014,22:53:39,11.726,N,54.498,W
7/31/2014,22:55:40,11.726,N,54.508,W
7/31/2014,22:57:39,11.727,N,54.517,W
7/31/2014,22:59:39,11.728,N,54.527,W
7/31/2014,23:01:40,11.729,N,54.536,W
7/31/2014,23:03:40,11.729,N,54.546,W
7/31/2014,23:05:39,11.73,N,54.555,W
7/31/2014,23:07:39,11.731,N,54.565,W
7/31/2014,23:09:40,11.732,N,54.574,W
7/31/2014,23:11:40,11.733,N,54.583,W
7/31/2014,23:13:39,11.734,N,54.593,W
7/31/2014,23:15:39,11.734,N,54.602,W
7/31/2014,23:17:40,11.735,N,54.612,W
7/31/2014,23:19:40,11.736,N,54.621,W
7/31/2014,23:21:39,11.737,N,54.63,W
7/31/2014,23:23:39,11.738,N,54.64,W
7/31/2014,23:25:40,11.739,N,54.649,W
7/31/2014,23:27:39,11.74,N,54.658,W
7/31/2014,23:29:39,11.741,N,54.668,W
7/31/2014,23:31:40,11.742,N,54.677,W
7/31/2014,23:33:40,11.743,N,54.686,W
7/31/2014,23:35:39,11.744,N,54.695,W
7/31/2014,23:37:39,11.745,N,54.705,W
7/31/2014,23:39:40,11.746,N,54.714,W
7/31/2014,23:41:40,11.747,N,54.723,W
7/31/2014,23:43:39,11.748,N,54.732,W
7/31/2014,23:45:39,11.749,N,54.741,W
7/31/2014,23:47:40,11.75,N,54.751,W
7/31/2014,23:49:40,11.752,N,54.76,W
7/31/2014,23:51:39,11.753,N,54.769,W
7/31/2014,23:53:39,11.754,N,54.778,W
7/31/2014,23:55:40,11.755,N,54.787,W
7/31/2014,23:57:39,11.756,N,54.796,W
7/31/2014,23:59:39,11.758,N,54.805,W
8/1/2014,0:01:40,11.759,N,54.814,W
8/1/2014,0:03:40,11.76,N,54.823,W
8/1/2014,0:05:39,11.761,N,54.832,W
8/1/2014,0:07:39,11.763,N,54.841,W
8/1/2014,0:09:40,11.764,N,54.85,W
8/1/2014,0:11:40,11.765,N,54.859,W
8/1/2014,0:13:39,11.767,N,54.868,W
8/1/2014,0:15:39,11.768,N,54.877,W
8/1/2014,0:17:40,11.77,N,54.886,W
8/1/2014,0:19:40,11.771,N,54.895,W
8/1/2014,0:21:39,11.772,N,54.903,W
8/1/2014,0:23:39,11.774,N,54.912,W
8/1/2014,0:25:40,11.775,N,54.921,W
8/1/2014,0:27:39,11.777,N,54.93,W
8/1/2014,0:29:39,11.779,N,54.939,W
8/1/2014,0:31:40,11.78,N,54.947,W
8/1/2014,0:33:40,11.782,N,54.956,W
8/1/2014,0:35:39,11.783,N,54.965,W
8/1/2014,0:37:39,11.785,N,54.973,W
8/1/2014,0:39:40,11.787,N,54.982,W
8/1/2014,0:41:40,11.788,N,54.991,W
8/1/2014,0:43:39,11.79,N,54.999,W
8/1/2014,0:45:39,11.792,N,55.008,W
8/1/2014,0:47:40,11.793,N,55.017,W
8/1/2014,0:49:40,11.795,N,55.025,W
8/1/2014,0:51:39,11.797,N,55.034,W
8/1/2014,0:53:39,11.799,N,55.042,W
8/1/2014,0:55:40,11.8,N,55.051,W
8/1/2014,0:57:39,11.802,N,55.059,W
8/1/2014,0:59:39,11.804,N,55.067,W
8/1/2014,1:01:40,11.806,N,55.076,W
8/1/2014,1:03:40,11.808,N,55.084,W
8/1/2014,1:05:39,11.81,N,55.093,W
8/1/2014,1:07:39,11.812,N,55.101,W
8/1/2014,1:09:40,11.814,N,55.109,W
8/1/2014,1:11:40,11.816,N,55.118,W
8/1/2014,1:13:39,11.818,N,55.126,W
8/1/2014,1:15:39,11.82,N,55.134,W
8/1/2014,1:17:40,11.822,N,55.142,W
8/1/2014,1:19:40,11.824,N,55.151,W
8/1/2014,1:21:39,11.826,N,55.159,W
8/1/2014,1:23:39,11.828,N,55.167,W
8/1/2014,1:25:40,11.831,N,55.175,W
8/1/2014,1:27:39,11.833,N,55.183,W
8/1/2014,1:29:39,11.835,N,55.191,W
8/1/2014,1:31:40,11.837,N,55.199,W
8/1/2014,1:33:40,11.84,N,55.207,W
8/1/2014,1:35:39,11.842,N,55.215,W
8/1/2014,1:37:39,11.844,N,55.223,W
8/1/2014,1:39:40,11.847,N,55.231,W
8/1/2014,1:41:40,11.849,N,55.239,W
8/1/2014,1:43:39,11.851,N,55.247,W
8/1/2014,1:45:39,11.854,N,55.255,W
8/1/2014,1:47:40,11.856,N,55.263,W
8/1/2014,1:49:40,11.859,N,55.271,W
8/1/2014,1:51:39,11.861,N,55.279,W
8/1/2014,1:53:39,11.864,N,55.286,W
8/1/2014,1:55:40,11.867,N,55.294,W
8/1/2014,1:57:39,11.869,N,55.302,W
8/1/2014,1:59:39,11.872,N,55.31,W
8/1/2014,2:01:40,11.875,N,55.317,W
8/1/2014,2:03:40,11.877,N,55.325,W
8/1/2014,2:05:39,11.88,N,55.333,W
8/1/2014,2:07:39,11.883,N,55.34,W
8/1/2014,2:09:40,11.885,N,55.348,W
8/1/2014,2:11:40,11.888,N,55.355,W
8/1/2014,2:13:39,11.891,N,55.363,W
8/1/2014,2:15:39,11.894,N,55.37,W
8/1/2014,2:17:40,11.897,N,55.378,W
8/1/2014,2:19:40,11.9,N,55.385,W
8/1/2014,2:21:39,11.903,N,55.393,W
8/1/2014,2:23:39,11.906,N,55.4,W
8/1/2014,2:25:40,11.909,N,55.407,W
8/1/2014,2:27:39,11.912,N,55.415,W
8/1/2014,2:29:39,11.915,N,55.422,W
8/1/2014,2:31:40,11.918,N,55.429,W
8/1/2014,2:33:40,11.921,N,55.436,W
8/1/2014,2:35:39,11.924,N,55.444,W
8/1/2014,2:37:39,11.928,N,55.451,W
8/1/2014,2:39:40,11.931,N,55.458,W
8/1/2014,2:41:40,11.934,N,55.465,W
8/1/2014,2:43:39,11.937,N,55.472,W
8/1/2014,2:45:39,11.941,N,55.479,W
8/1/2014,2:47:40,11.944,N,55.486,W
8/1/2014,2:49:40,11.947,N,55.494,W
8/1/2014,2:51:39,11.951,N,55.501,W
8/1/2014,2:53:39,11.954,N,55.508,W
8/1/2014,2:55:40,11.958,N,55.515,W
8/1/2014,2:57:39,11.961,N,55.521,W
8/1/2014,2:59:39,11.965,N,55.528,W
8/1/2014,3:01:40,11.968,N,55.535,W
8/1/2014,3:03:40,11.972,N,55.542,W
8/1/2014,3:05:39,11.975,N,55.549,W
8/1/2014,3:07:39,11.979,N,55.556,W
8/1/2014,3:09:40,11.983,N,55.563,W
8/1/2014,3:11:40,11.986,N,55.57,W
8/1/2014,3:13:39,11.99,N,55.576,W
8/1/2014,3:15:39,11.994,N,55.583,W
8/1/2014,3:17:40,11.997,N,55.59,W
8/1/2014,3:19:40,12.001,N,55.597,W
8/1/2014,3:21:39,12.005,N,55.604,W
8/1/2014,3:23:39,12.009,N,55.61,W
8/1/2014,3:25:40,12.013,N,55.617,W
8/1/2014,3:27:39,12.017,N,55.624,W
8/1/2014,3:29:39,12.02,N,55.63,W
8/1/2014,3:31:40,12.024,N,55.637,W
8/1/2014,3:33:40,12.028,N,55.644,W
8/1/2014,3:35:39,12.032,N,55.65,W
8/1/2014,3:37:39,12.036,N,55.657,W
8/1/2014,3:39:40,12.04,N,55.664,W
8/1/2014,3:41:40,12.044,N,55.67,W
8/1/2014,3:43:39,12.049,N,55.677,W
8/1/2014,3:45:39,12.053,N,55.683,W
8/1/2014,3:47:40,12.057,N,55.69,W
8/1/2014,3:49:40,12.061,N,55.697,W
8/1/2014,3:51:39,12.065,N,55.703,W
8/1/2014,3:53:39,12.069,N,55.71,W
8/1/2014,3:55:40,12.074,N,55.716,W
8/1/2014,3:57:39,12.078,N,55.723,W
8/1/2014,3:59:39,12.082,N,55.729,W
8/1/2014,4:01:40,12.086,N,55.736,W
8/1/2014,4:03:40,12.091,N,55.743,W
8/1/2014,4:05:39,12.095,N,55.749,W
8/1/2014,4:07:39,12.1,N,55.756,W
8/1/2014,4:09:40,12.104,N,55.762,W
8/1/2014,4:11:40,12.108,N,55.769,W
8/1/2014,4:13:39,12.113,N,55.775,W
8/1/2014,4:15:39,12.117,N,55.782,W
8/1/2014,4:17:40,12.122,N,55.788,W
8/1/2014,4:19:40,12.126,N,55.795,W
8/1/2014,4:21:39,12.131,N,55.801,W
8/1/2014,4:23:39,12.135,N,55.808,W
8/1/2014,4:25:40,12.14,N,55.814,W
8/1/2014,4:27:39,12.145,N,55.821,W
8/1/2014,4:29:39,12.149,N,55.827,W
8/1/2014,4:31:40,12.154,N,55.834,W
8/1/2014,4:33:40,12.159,N,55.84,W
8/1/2014,4:35:39,12.163,N,55.847,W
8/1/2014,4:37:39,12.168,N,55.853,W
8/1/2014,4:39:40,12.173,N,55.86,W
8/1/2014,4:41:40,12.177,N,55.866,W
8/1/2014,4:43:39,12.182,N,55.873,W
8/1/2014,4:45:39,12.187,N,55.879,W
8/1/2014,4:47:40,12.192,N,55.886,W
8/1/2014,4:49:40,12.197,N,55.892,W
8/1/2014,4:51:39,12.202,N,55.899,W
8/1/2014,4:53:39,12.207,N,55.905,W
8/1/2014,4:55:40,12.211,N,55.912,W
8/1/2014,4:57:39,12.216,N,55.918,W
8/1/2014,4:59:39,12.221,N,55.925,W
8/1/2014,5:01:40,12.226,N,55.931,W
8/1/2014,5:03:40,12.231,N,55.938,W
8/1/2014,5:05:39,12.236,N,55.945,W
8/1/2014,5:07:39,12.241,N,55.951,W
8/1/2014,5:09:40,12.246,N,55.958,W
8/1/2014,5:11:40,12.252,N,55.964,W
8/1/2014,5:13:39,12.257,N,55.971,W
8/1/2014,5:15:39,12.262,N,55.978,W
8/1/2014,5:17:40,12.267,N,55.984,W
8/1/2014,5:19:40,12.272,N,55.991,W
8/1/2014,5:21:39,12.277,N,55.998,W
8/1/2014,5:23:39,12.282,N,56.004,W
8/1/2014,5:25:40,12.288,N,56.011,W
8/1/2014,5:27:39,12.293,N,56.018,W
8/1/2014,5:29:39,12.298,N,56.024,W
8/1/2014,5:31:40,12.303,N,56.031,W
8/1/2014,5:33:40,12.309,N,56.038,W
8/1/2014,5:35:39,12.314,N,56.045,W
8/1/2014,5:37:39,12.319,N,56.051,W
8/1/2014,5:39:40,12.325,N,56.058,W
8/1/2014,5:41:40,12.33,N,56.065,W
8/1/2014,5:43:39,12.335,N,56.072,W
8/1/2014,5:45:39,12.341,N,56.079,W
8/1/2014,5:47:40,12.346,N,56.085,W
8/1/2014,5:49:40,12.352,N,56.092,W
8/1/2014,5:51:39,12.357,N,56.099,W
8/1/2014,5:53:39,12.363,N,56.106,W
8/1/2014,5:55:40,12.368,N,56.113,W
8/1/2014,5:57:39,12.374,N,56.12,W
8/1/2014,5:59:39,12.379,N,56.127,W
8/1/2014,6:01:40,12.385,N,56.134,W
8/1/2014,6:03:40,12.39,N,56.141,W
8/1/2014,6:05:39,12.396,N,56.148,W
8/1/2014,6:07:39,12.401,N,56.155,W
8/1/2014,6:09:40,12.407,N,56.162,W
8/1/2014,6:11:40,12.412,N,56.169,W
8/1/2014,6:13:39,12.418,N,56.176,W
8/1/2014,6:15:39,12.424,N,56.184,W
8/1/2014,6:17:40,12.429,N,56.191,W
8/1/2014,6:19:40,12.435,N,56.198,W
8/1/2014,6:21:39,12.441,N,56.205,W
