Track,for,Wilma,2005,,,
10/15/2005,21:39:59,17.963,N,79.188,W,5
10/15/2005,21:41:59,17.965,N,79.206,W,5
10/15/2005,21:43:58,17.968,N,79.223,W,5
10/15/2005,21:44:09,17.968,N,79.225,W,5
10/15/2005,21:46:09,17.972,N,79.237,W,5
10/15/2005,21:48:08,17.975,N,79.249,W,5
10/15/2005,21:50:08,17.979,N,79.261,W,5
10/15/2005,21:52:09,17.983,N,79.274,W,5
10/15/2005,21:54:09,17.987,N,79.286,W,5
10/15/2005,21:56:08,17.99,N,79.298,W,5
10/15/2005,21:58:08,17.994,N,79.31,W,5
10/15/2005,22:00:09,17.998,N,79.322,W,5
10/15/2005,22:02:09,18.002,N,79.334,W,5
10/15/2005,22:04:08,18.005,N,79.346,W,5
10/15/2005,22:06:09,18.009,N,79.358,W,5
10/15/2005,22:08:09,18.013,N,79.37,W,5
10/15/2005,22:10:08,18.016,N,79.382,W,5
10/15/2005,22:12:08,18.02,N,79.394,W,5
10/15/2005,22:14:09,18.024,N,79.406,W,5
10/15/2005,22:16:09,18.027,N,79.418,W,5
10/15/2005,22:18:08,18.031,N,79.43,W,5
10/15/2005,22:20:08,18.035,N,79.442,W,5
10/15/2005,22:22:09,18.038,N,79.454,W,5
10/15/2005,22:24:09,18.042,N,79.466,W,5
10/15/2005,22:26:08,18.046,N,79.478,W,5
10/15/2005,22:28:08,18.049,N,79.489,W,5
10/15/2005,22:30:09,18.053,N,79.501,W,5
10/15/2005,22:32:09,18.056,N,79.513,W,5
10/15/2005,22:34:08,18.06,N,79.525,W,5
10/15/2005,22:36:09,18.064,N,79.536,W,5
10/15/2005,22:38:09,18.067,N,79.548,W,5
10/15/2005,22:40:08,18.071,N,79.56,W,5
10/15/2005,22:42:08,18.074,N,79.571,W,5
10/15/2005,22:44:09,18.078,N,79.583,W,5
10/15/2005,22:46:09,18.081,N,79.595,W,5
10/15/2005,22:48:08,18.085,N,79.606,W,5
10/15/2005,22:50:08,18.088,N,79.618,W,5
10/15/2005,22:52:09,18.092,N,79.629,W,5
10/15/2005,22:54:09,18.095,N,79.641,W,5
10/15/2005,22:56:08,18.099,N,79.652,W,5
10/15/2005,22:58:08,18.102,N,79.664,W,5
10/15/2005,23:00:09,18.106,N,79.675,W,5
10/15/2005,23:02:09,18.109,N,79.686,W,5
10/15/2005,23:04:08,18.113,N,79.698,W,5
10/15/2005,23:06:09,18.116,N,79.709,W,5
10/15/2005,23:08:09,18.12,N,79.72,W,5
10/15/2005,23:10:08,18.123,N,79.732,W,5
10/15/2005,23:12:08,18.126,N,79.743,W,5
10/15/2005,23:14:09,18.13,N,79.754,W,5
10/15/2005,23:16:09,18.133,N,79.765,W,5
10/15/2005,23:18:08,18.137,N,79.776,W,5
10/15/2005,23:20:08,18.14,N,79.787,W,5
10/15/2005,23:22:09,18.143,N,79.798,W,5
10/15/2005,23:24:09,18.147,N,79.809,W,5
10/15/2005,23:26:08,18.15,N,79.82,W,5
10/15/2005,23:28:08,18.153,N,79.831,W,5
10/15/2005,23:30:09,18.156,N,79.842,W,5
10/15/2005,23:32:09,18.16,N,79.853,W,5
10/15/2005,23:34:08,18.163,N,79.864,W,5
10/15/2005,23:36:09,18.166,N,79.875,W,5
10/15/2005,23:38:09,18.169,N,79.885,W,5
10/15/2005,23:40:08,18.173,N,79.896,W,5
10/15/2005,23:42:08,18.176,N,79.907,W,5
10/15/2005,23:44:09,18.179,N,79.917,W,5
10/15/2005,23:46:09,18.182,N,79.928,W,5
10/15/2005,23:48:08,18.185,N,79.938,W,5
10/15/2005,23:50:08,18.188,N,79.949,W,5
10/15/2005,23:52:09,18.191,N,79.959,W,5
10/15/2005,23:54:09,18.195,N,79.97,W,5
10/15/2005,23:56:08,18.198,N,79.98,W,5
10/15/2005,23:58:08,18.201,N,79.99,W,5
10/16/2005,0:00:09,18.204,N,80.001,W,5
10/16/2005,0:02:09,18.207,N,80.011,W,5
10/16/2005,0:04:08,18.21,N,80.021,W,5
10/16/2005,0:06:09,18.213,N,80.031,W,5
10/16/2005,0:08:09,18.216,N,80.041,W,5
10/16/2005,0:10:08,18.219,N,80.051,W,5
10/16/2005,0:12:08,18.222,N,80.061,W,5
10/16/2005,0:14:09,18.225,N,80.071,W,5
10/16/2005,0:16:09,18.228,N,80.081,W,5
10/16/2005,0:18:08,18.23,N,80.091,W,5
10/16/2005,0:20:08,18.233,N,80.101,W,5
10/16/2005,0:22:09,18.236,N,80.111,W,5
10/16/2005,0:24:09,18.239,N,80.12,W,5
10/16/2005,0:26:08,18.242,N,80.13,W,5
10/16/2005,0:28:08,18.245,N,80.14,W,5
10/16/2005,0:30:09,18.247,N,80.149,W,5
10/16/2005,0:32:09,18.25,N,80.159,W,5
10/16/2005,0:34:08,18.253,N,80.168,W,5
10/16/2005,0:36:09,18.256,N,80.177,W,5
10/16/2005,0:38:09,18.258,N,80.187,W,5
10/16/2005,0:40:08,18.261,N,80.196,W,5
10/16/2005,0:42:08,18.264,N,80.205,W,5
10/16/2005,0:44:09,18.266,N,80.214,W,5
10/16/2005,0:46:09,18.269,N,80.223,W,5
10/16/2005,0:48:08,18.271,N,80.233,W,5
10/16/2005,0:50:08,18.274,N,80.241,W,5
10/16/2005,0:52:09,18.277,N,80.25,W,5
10/16/2005,0:54:09,18.279,N,80.259,W,5
10/16/2005,0:56:08,18.282,N,80.268,W,5
10/16/2005,0:58:08,18.284,N,80.277,W,5
10/16/2005,1:00:09,18.287,N,80.286,W,5
10/16/2005,1:02:09,18.289,N,80.294,W,5
10/16/2005,1:04:08,18.291,N,80.303,W,5
10/16/2005,1:06:09,18.294,N,80.311,W,5
10/16/2005,1:08:09,18.296,N,80.32,W,5
10/16/2005,1:10:08,18.299,N,80.328,W,5
10/16/2005,1:12:08,18.301,N,80.336,W,5
10/16/2005,1:14:09,18.303,N,80.345,W,5
10/16/2005,1:16:09,18.305,N,80.353,W,5
10/16/2005,1:18:08,18.308,N,80.361,W,5
10/16/2005,1:20:08,18.31,N,80.369,W,5
10/16/2005,1:22:09,18.312,N,80.377,W,5
10/16/2005,1:24:09,18.314,N,80.385,W,5
10/16/2005,1:26:08,18.316,N,80.393,W,5
10/16/2005,1:28:08,18.319,N,80.401,W,5
10/16/2005,1:30:09,18.321,N,80.408,W,5
10/16/2005,1:32:09,18.323,N,80.416,W,5
10/16/2005,1:34:08,18.325,N,80.424,W,5
10/16/2005,1:36:09,18.327,N,80.431,W,5
10/16/2005,1:38:09,18.329,N,80.439,W,5
10/16/2005,1:40:08,18.331,N,80.446,W,5
10/16/2005,1:42:08,18.333,N,80.453,W,5
10/16/2005,1:44:09,18.335,N,80.461,W,5
10/16/2005,1:46:09,18.337,N,80.468,W,5
10/16/2005,1:48:08,18.339,N,80.475,W,5
10/16/2005,1:50:08,18.34,N,80.482,W,5
10/16/2005,1:52:09,18.342,N,80.489,W,5
10/16/2005,1:54:09,18.344,N,80.496,W,5
10/16/2005,1:56:08,18.346,N,80.503,W,5
10/16/2005,1:58:08,18.348,N,80.509,W,5
10/16/2005,2:00:09,18.349,N,80.516,W,5
10/16/2005,2:02:09,18.351,N,80.523,W,5
10/16/2005,2:04:08,18.353,N,80.529,W,5
10/16/2005,2:06:09,18.354,N,80.536,W,5
10/16/2005,2:08:09,18.356,N,80.542,W,5
10/16/2005,2:10:08,18.357,N,80.548,W,5
10/16/2005,2:12:08,18.359,N,80.555,W,5
10/16/2005,2:14:09,18.361,N,80.561,W,5
10/16/2005,2:16:09,18.362,N,80.567,W,5
10/16/2005,2:18:08,18.363,N,80.573,W,5
10/16/2005,2:20:08,18.365,N,80.579,W,5
10/16/2005,2:22:09,18.366,N,80.584,W,5
10/16/2005,2:24:09,18.368,N,80.59,W,5
10/16/2005,2:26:08,18.369,N,80.596,W,5
10/16/2005,2:28:08,18.37,N,80.601,W,5
10/16/2005,2:30:09,18.372,N,80.607,W,5
10/16/2005,2:32:09,18.373,N,80.612,W,5
10/16/2005,2:34:08,18.374,N,80.618,W,5
10/16/2005,2:36:09,18.375,N,80.623,W,5
10/16/2005,2:38:09,18.376,N,80.628,W,5
10/16/2005,2:40:08,18.378,N,80.633,W,5
10/16/2005,2:42:08,18.379,N,80.638,W,5
10/16/2005,2:44:09,18.38,N,80.643,W,5
10/16/2005,2:46:09,18.381,N,80.648,W,5
10/16/2005,2:48:08,18.382,N,80.652,W,5
10/16/2005,2:50:08,18.383,N,80.657,W,5
10/16/2005,2:52:09,18.384,N,80.662,W,5
10/16/2005,2:54:09,18.385,N,80.666,W,5
10/16/2005,2:56:08,18.385,N,80.67,W,5
10/16/2005,2:58:08,18.386,N,80.675,W,5
10/16/2005,3:00:09,18.387,N,80.679,W,5
10/16/2005,3:02:09,18.388,N,80.683,W,5
10/16/2005,3:04:08,18.389,N,80.687,W,5
10/16/2005,3:06:09,18.389,N,80.691,W,5
10/16/2005,3:08:09,18.39,N,80.695,W,5
10/16/2005,3:10:08,18.391,N,80.699,W,5
10/16/2005,3:12:08,18.391,N,80.702,W,5
10/16/2005,3:14:09,18.392,N,80.706,W,5
10/16/2005,3:16:09,18.392,N,80.709,W,5
10/16/2005,3:18:08,18.393,N,80.713,W,5
10/16/2005,3:20:08,18.393,N,80.716,W,5
10/16/2005,3:22:09,18.394,N,80.719,W,5
10/16/2005,3:24:09,18.394,N,80.722,W,5
10/16/2005,3:26:08,18.394,N,80.725,W,5
10/16/2005,3:28:08,18.395,N,80.728,W,5
10/16/2005,3:30:09,18.395,N,80.731,W,5
10/16/2005,3:32:09,18.395,N,80.733,W,5
10/16/2005,3:34:08,18.395,N,80.736,W,5
10/16/2005,3:36:09,18.396,N,80.739,W,5
10/16/2005,3:38:09,18.396,N,80.741,W,5
10/16/2005,3:40:08,18.396,N,80.743,W,5
10/16/2005,3:42:08,18.396,N,80.745,W,5
10/16/2005,3:44:09,18.396,N,80.747,W,5
10/16/2005,3:46:09,18.396,N,80.749,W,5
10/16/2005,3:48:08,18.396,N,80.751,W,5
10/16/2005,3:50:08,18.396,N,80.753,W,5
10/16/2005,3:52:09,18.396,N,80.755,W,5
10/16/2005,3:54:09,18.396,N,80.756,W,5
10/16/2005,3:56:08,18.395,N,80.758,W,5
10/16/2005,3:58:08,18.395,N,80.759,W,5
10/16/2005,4:00:09,18.395,N,80.761,W,5
10/16/2005,4:02:09,18.394,N,80.762,W,5
10/16/2005,4:04:08,18.394,N,80.763,W,5
10/16/2005,4:06:09,18.394,N,80.764,W,5
10/16/2005,4:08:09,18.393,N,80.765,W,5
10/16/2005,4:10:08,18.393,N,80.765,W,5
10/16/2005,4:12:08,18.392,N,80.766,W,5
10/16/2005,4:14:09,18.392,N,80.766,W,5
10/16/2005,4:16:09,18.391,N,80.767,W,5
10/16/2005,4:18:08,18.391,N,80.767,W,5
10/16/2005,4:20:08,18.39,N,80.767,W,5
10/16/2005,4:22:09,18.389,N,80.767,W,5
10/16/2005,4:24:09,18.388,N,80.767,W,5
10/16/2005,4:26:08,18.388,N,80.767,W,5
10/16/2005,4:28:08,18.387,N,80.767,W,5
10/16/2005,4:30:09,18.386,N,80.767,W,5
10/16/2005,4:32:09,18.385,N,80.766,W,5
10/16/2005,4:34:08,18.384,N,80.766,W,5
10/16/2005,4:36:09,18.383,N,80.765,W,5
10/16/2005,4:38:09,18.382,N,80.764,W,5
10/16/2005,4:40:08,18.381,N,80.763,W,5
10/16/2005,4:42:08,18.38,N,80.762,W,5
10/16/2005,4:44:09,18.379,N,80.761,W,5
10/16/2005,4:46:09,18.377,N,80.76,W,5
10/16/2005,4:48:08,18.376,N,80.758,W,5
10/16/2005,4:50:08,18.375,N,80.757,W,5
10/16/2005,4:52:09,18.374,N,80.755,W,5
10/16/2005,4:54:09,18.372,N,80.754,W,5
10/16/2005,4:56:08,18.371,N,80.752,W,5
10/16/2005,4:58:08,18.369,N,80.75,W,5
10/16/2005,5:00:09,18.368,N,80.748,W,5
10/16/2005,5:02:09,18.366,N,80.746,W,5
10/16/2005,5:04:08,18.365,N,80.744,W,5
10/16/2005,5:06:09,18.363,N,80.741,W,5
10/16/2005,5:08:09,18.362,N,80.739,W,5
10/16/2005,5:10:08,18.36,N,80.737,W,5
10/16/2005,5:12:08,18.358,N,80.734,W,5
10/16/2005,5:14:09,18.356,N,80.731,W,5
10/16/2005,5:16:09,18.355,N,80.729,W,5
10/16/2005,5:18:08,18.353,N,80.726,W,5
10/16/2005,5:20:08,18.351,N,80.723,W,5
10/16/2005,5:22:09,18.349,N,80.72,W,5
10/16/2005,5:24:09,18.347,N,80.716,W,5
10/16/2005,5:26:08,18.345,N,80.713,W,5
10/16/2005,5:28:08,18.343,N,80.71,W,5
10/16/2005,5:30:09,18.341,N,80.706,W,5
10/16/2005,5:32:09,18.339,N,80.703,W,5
10/16/2005,5:34:08,18.337,N,80.699,W,5
10/16/2005,5:36:09,18.335,N,80.696,W,5
10/16/2005,5:38:09,18.333,N,80.692,W,5
10/16/2005,5:40:08,18.331,N,80.688,W,5
10/16/2005,5:42:08,18.329,N,80.684,W,5
10/16/2005,5:44:09,18.326,N,80.68,W,5
10/16/2005,5:46:09,18.324,N,80.676,W,5
10/16/2005,5:48:08,18.322,N,80.672,W,5
10/16/2005,5:50:08,18.319,N,80.667,W,5
10/16/2005,5:52:09,18.317,N,80.663,W,5
10/16/2005,5:54:09,18.315,N,80.659,W,5
10/16/2005,5:56:08,18.312,N,80.654,W,5
10/16/2005,5:58:08,18.31,N,80.65,W,5
10/16/2005,6:00:09,18.307,N,80.645,W,5
10/16/2005,6:02:09,18.305,N,80.64,W,5
10/16/2005,6:04:08,18.302,N,80.635,W,5
10/16/2005,6:06:09,18.3,N,80.63,W,5
10/16/2005,6:08:09,18.297,N,80.625,W,5
10/16/2005,6:10:08,18.295,N,80.62,W,5
10/16/2005,6:12:08,18.292,N,80.615,W,5
10/16/2005,6:14:09,18.289,N,80.61,W,5
10/16/2005,6:16:09,18.287,N,80.605,W,5
10/16/2005,6:18:08,18.284,N,80.599,W,5
10/16/2005,6:20:08,18.281,N,80.594,W,5
10/16/2005,6:22:09,18.278,N,80.588,W,5
10/16/2005,6:24:09,18.276,N,80.583,W,5
10/16/2005,6:26:08,18.273,N,80.577,W,5
10/16/2005,6:28:08,18.27,N,80.572,W,5
10/16/2005,6:30:09,18.267,N,80.566,W,5
10/16/2005,6:32:09,18.264,N,80.56,W,5
10/16/2005,6:34:08,18.261,N,80.554,W,5
10/16/2005,6:36:09,18.258,N,80.548,W,5
10/16/2005,6:38:09,18.256,N,80.542,W,5
10/16/2005,6:40:08,18.253,N,80.536,W,5
10/16/2005,6:42:08,18.25,N,80.53,W,5
10/16/2005,6:44:09,18.247,N,80.524,W,5
10/16/2005,6:46:09,18.244,N,80.518,W,5
10/16/2005,6:48:08,18.24,N,80.511,W,5
10/16/2005,6:50:08,18.237,N,80.505,W,5
10/16/2005,6:52:09,18.234,N,80.498,W,5
10/16/2005,6:54:09,18.231,N,80.492,W,5
10/16/2005,6:56:08,18.228,N,80.485,W,5
10/16/2005,6:58:08,18.225,N,80.479,W,5
10/16/2005,7:00:09,18.222,N,80.472,W,5
10/16/2005,7:02:09,18.219,N,80.466,W,5
10/16/2005,7:04:08,18.215,N,80.459,W,5
10/16/2005,7:06:09,18.212,N,80.452,W,5
10/16/2005,7:08:09,18.209,N,80.445,W,5
10/16/2005,7:10:08,18.206,N,80.438,W,5
10/16/2005,7:12:08,18.202,N,80.431,W,5
10/16/2005,7:14:09,18.199,N,80.424,W,5
10/16/2005,7:16:09,18.196,N,80.417,W,5
10/16/2005,7:18:08,18.192,N,80.41,W,5
10/16/2005,7:20:08,18.189,N,80.403,W,5
10/16/2005,7:22:09,18.186,N,80.396,W,5
10/16/2005,7:24:09,18.182,N,80.389,W,5
10/16/2005,7:26:08,18.179,N,80.382,W,5
10/16/2005,7:28:08,18.175,N,80.374,W,5
10/16/2005,7:30:09,18.172,N,80.367,W,5
10/16/2005,7:32:09,18.169,N,80.36,W,5
10/16/2005,7:34:08,18.165,N,80.352,W,5
10/16/2005,7:36:09,18.162,N,80.345,W,5
10/16/2005,7:38:09,18.158,N,80.337,W,5
10/16/2005,7:40:08,18.155,N,80.33,W,5
10/16/2005,7:42:08,18.151,N,80.322,W,5
10/16/2005,7:44:09,18.148,N,80.315,W,5
10/16/2005,7:46:09,18.144,N,80.307,W,5
10/16/2005,7:48:08,18.141,N,80.299,W,5
10/16/2005,7:50:08,18.137,N,80.292,W,5
10/16/2005,7:52:09,18.134,N,80.284,W,5
10/16/2005,7:54:09,18.13,N,80.276,W,5
10/16/2005,7:56:08,18.126,N,80.268,W,5
10/16/2005,7:58:08,18.123,N,80.261,W,5
10/16/2005,8:00:08,18.119,N,80.253,W,5
10/16/2005,8:02:08,18.116,N,80.245,W,5
10/16/2005,8:04:09,18.112,N,80.237,W,5
10/16/2005,8:06:09,18.108,N,80.229,W,5
10/16/2005,8:08:09,18.105,N,80.221,W,5
10/16/2005,8:10:08,18.101,N,80.213,W,5
10/16/2005,8:12:08,18.097,N,80.205,W,5
10/16/2005,8:14:08,18.094,N,80.197,W,5
10/16/2005,8:16:08,18.09,N,80.189,W,5
10/16/2005,8:18:09,18.086,N,80.181,W,5
10/16/2005,8:20:09,18.083,N,80.173,W,5
10/16/2005,8:22:09,18.079,N,80.165,W,5
10/16/2005,8:24:09,18.075,N,80.157,W,5
10/16/2005,8:26:08,18.072,N,80.149,W,5
10/16/2005,8:28:08,18.068,N,80.141,W,5
10/16/2005,8:30:08,18.064,N,80.132,W,5
10/16/2005,8:32:08,18.061,N,80.124,W,5
10/16/2005,8:34:09,18.057,N,80.116,W,5
10/16/2005,8:36:09,18.053,N,80.108,W,5
10/16/2005,8:38:09,18.049,N,80.1,W,5
10/16/2005,8:40:08,18.046,N,80.091,W,5
10/16/2005,8:42:08,18.042,N,80.083,W,5
10/16/2005,8:44:08,18.038,N,80.075,W,5
10/16/2005,8:46:08,18.034,N,80.067,W,5
10/16/2005,8:48:09,18.031,N,80.058,W,5
10/16/2005,8:50:09,18.027,N,80.05,W,5
10/16/2005,8:52:09,18.023,N,80.042,W,5
10/16/2005,8:54:09,18.019,N,80.034,W,5
10/16/2005,8:56:08,18.016,N,80.025,W,5
10/16/2005,8:58:08,18.012,N,80.017,W,5
10/16/2005,9:00:08,18.008,N,80.009,W,5
10/16/2005,9:02:08,18.005,N,80,W,5
10/16/2005,9:04:09,18.001,N,79.992,W,5
10/16/2005,9:06:09,17.997,N,79.984,W,5
10/16/2005,9:08:09,17.993,N,79.976,W,5
10/16/2005,9:10:08,17.99,N,79.967,W,5
10/16/2005,9:12:08,17.986,N,79.959,W,5
10/16/2005,9:14:08,17.982,N,79.951,W,5
10/16/2005,9:16:08,17.978,N,79.942,W,5
10/16/2005,9:18:09,17.975,N,79.934,W,5
10/16/2005,9:20:09,17.971,N,79.926,W,5
10/16/2005,9:22:09,17.967,N,79.918,W,5
10/16/2005,9:24:09,17.963,N,79.909,W,5
10/16/2005,9:26:08,17.96,N,79.901,W,5
10/16/2005,9:28:08,17.956,N,79.893,W,5
10/16/2005,9:30:08,17.952,N,79.885,W,5
10/16/2005,9:32:08,17.949,N,79.876,W,5
10/16/2005,9:34:09,17.945,N,79.868,W,5
10/16/2005,9:36:09,17.941,N,79.86,W,5
10/16/2005,9:38:09,17.938,N,79.852,W,5
10/16/2005,9:40:08,17.934,N,79.843,W,5
10/16/2005,9:42:08,17.93,N,79.835,W,5
10/16/2005,9:44:08,17.927,N,79.827,W,5
10/16/2005,9:46:08,17.923,N,79.819,W,5
10/16/2005,9:48:09,17.919,N,79.811,W,5
10/16/2005,9:50:09,17.916,N,79.803,W,5
10/16/2005,9:52:09,17.912,N,79.795,W,5
10/16/2005,9:54:09,17.908,N,79.787,W,5
10/16/2005,9:56:08,17.905,N,79.779,W,5
10/16/2005,9:58:08,17.901,N,79.771,W,5
10/16/2005,10:00:08,17.897,N,79.763,W,5
10/16/2005,10:02:08,17.894,N,79.755,W,5
10/16/2005,10:04:09,17.89,N,79.747,W,5
10/16/2005,10:06:09,17.887,N,79.739,W,5
10/16/2005,10:08:09,17.883,N,79.731,W,5
10/16/2005,10:10:08,17.88,N,79.723,W,5
10/16/2005,10:12:08,17.876,N,79.715,W,5
10/16/2005,10:14:08,17.873,N,79.707,W,5
10/16/2005,10:16:08,17.869,N,79.699,W,5
10/16/2005,10:18:09,17.865,N,79.692,W,5
10/16/2005,10:20:09,17.862,N,79.684,W,5
10/16/2005,10:22:09,17.859,N,79.676,W,5
10/16/2005,10:24:09,17.855,N,79.668,W,5
10/16/2005,10:26:08,17.852,N,79.661,W,5
10/16/2005,10:28:08,17.848,N,79.653,W,5
10/16/2005,10:30:08,17.845,N,79.646,W,5
10/16/2005,10:32:08,17.841,N,79.638,W,5
10/16/2005,10:34:09,17.838,N,79.631,W,5
10/16/2005,10:36:09,17.835,N,79.623,W,5
10/16/2005,10:38:09,17.831,N,79.616,W,5
10/16/2005,10:40:08,17.828,N,79.608,W,5
10/16/2005,10:42:08,17.824,N,79.601,W,5
10/16/2005,10:44:08,17.821,N,79.594,W,5
10/16/2005,10:46:08,17.818,N,79.586,W,5
10/16/2005,10:48:09,17.815,N,79.579,W,5
10/16/2005,10:50:09,17.811,N,79.572,W,5
10/16/2005,10:52:09,17.808,N,79.565,W,5
10/16/2005,10:54:09,17.805,N,79.558,W,5
10/16/2005,10:56:08,17.802,N,79.551,W,5
10/16/2005,10:58:08,17.798,N,79.544,W,5
10/16/2005,11:00:08,17.795,N,79.537,W,5
10/16/2005,11:02:08,17.792,N,79.53,W,5
10/16/2005,11:04:09,17.789,N,79.523,W,5
10/16/2005,11:06:09,17.786,N,79.516,W,5
10/16/2005,11:08:09,17.783,N,79.509,W,5
10/16/2005,11:10:08,17.78,N,79.502,W,5
10/16/2005,11:12:08,17.777,N,79.496,W,5
10/16/2005,11:14:08,17.773,N,79.489,W,5
10/16/2005,11:16:08,17.77,N,79.483,W,5
10/16/2005,11:18:09,17.767,N,79.476,W,5
10/16/2005,11:20:09,17.764,N,79.47,W,5
10/16/2005,11:22:09,17.762,N,79.463,W,5
10/16/2005,11:24:09,17.759,N,79.457,W,5
10/16/2005,11:26:08,17.756,N,79.451,W,5
10/16/2005,11:28:08,17.753,N,79.444,W,5
10/16/2005,11:30:08,17.75,N,79.438,W,5
10/16/2005,11:32:08,17.747,N,79.432,W,5
10/16/2005,11:34:09,17.744,N,79.426,W,5
10/16/2005,11:36:09,17.741,N,79.42,W,5
10/16/2005,11:38:09,17.739,N,79.414,W,5
10/16/2005,11:40:08,17.736,N,79.408,W,5
10/16/2005,11:42:08,17.733,N,79.402,W,5
10/16/2005,11:44:08,17.731,N,79.397,W,5
10/16/2005,11:46:08,17.728,N,79.391,W,5
10/16/2005,11:48:09,17.725,N,79.385,W,5
10/16/2005,11:50:09,17.723,N,79.38,W,5
10/16/2005,11:52:09,17.72,N,79.374,W,5
10/16/2005,11:54:09,17.717,N,79.369,W,5
10/16/2005,11:56:08,17.715,N,79.364,W,5
10/16/2005,11:58:08,17.712,N,79.358,W,5
10/16/2005,12:00:08,17.71,N,79.353,W,5
10/16/2005,12:02:08,17.708,N,79.348,W,5
10/16/2005,12:04:09,17.705,N,79.343,W,5
10/16/2005,12:06:09,17.703,N,79.338,W,5
10/16/2005,12:08:09,17.7,N,79.333,W,5
10/16/2005,12:10:08,17.698,N,79.328,W,5
10/16/2005,12:12:08,17.696,N,79.323,W,5
10/16/2005,12:14:08,17.693,N,79.319,W,5
10/16/2005,12:16:08,17.691,N,79.314,W,5
10/16/2005,12:18:09,17.689,N,79.31,W,5
10/16/2005,12:20:09,17.687,N,79.305,W,5
10/16/2005,12:22:09,17.685,N,79.301,W,5
10/16/2005,12:24:09,17.683,N,79.297,W,5
10/16/2005,12:26:08,17.68,N,79.292,W,5
10/16/2005,12:28:08,17.678,N,79.288,W,5
10/16/2005,12:30:08,17.676,N,79.284,W,5
10/16/2005,12:32:08,17.674,N,79.28,W,5
10/16/2005,12:34:09,17.672,N,79.276,W,5
10/16/2005,12:36:09,17.67,N,79.272,W,5
10/16/2005,12:38:09,17.668,N,79.268,W,5
10/16/2005,12:40:08,17.666,N,79.265,W,5
10/16/2005,12:42:08,17.665,N,79.261,W,5
10/16/2005,12:44:08,17.663,N,79.257,W,5
10/16/2005,12:46:08,17.661,N,79.254,W,5
10/16/2005,12:48:09,17.659,N,79.25,W,5
10/16/2005,12:50:09,17.657,N,79.247,W,5
10/16/2005,12:52:09,17.656,N,79.244,W,5
10/16/2005,12:54:09,17.654,N,79.24,W,5
